id,text,label,category
04d4d4e2-21d6-4691-a2d6-8ccd959f31fe,Your phone number will be suspended unless you verify now. Share your OTP: 199626,scam,otp_identity
02f2ddba-b281-4501-85bc-3e0b23634b07,Unusual activity detected on your HDFC card. Your card is suspended. Update details now.,scam,banking_payment
ea3fe2f9-fd66-426e-880a-56cfb9edd417,Your application for Software Intern at Wipro has been received. We will update you soon.,not_scam,job_internship
02bf8fa2-ad2e-41ec-a38c-8f2dec7e1f2f,Important: Your PAN card will be disabled. Send OTP to update your account.,scam,otp_identity
9183eada-7cd2-4e20-b083-4c12f98a1b89,You have been shortlisted for an internship at Flipkart. Send Aadhaar and ₹199 processing fee.,scam,job_internship
0c2f4148-d01d-450c-bda6-46e10a4ee953,₹100 credited to your HDFC wallet. Available balance updated.,not_scam,banking_notifications
0bcd4915-1c85-4cc3-8a22-479b5f54e08f,Your phone number will be suspended unless you verify now. Share your OTP: 971212,scam,otp_identity
0b0522f3-4e9e-46e6-85f9-cbf73e4eead6,HDFC Alert: Suspicious login detected. Verify identity: http://verify-example-52.example,scam,banking_payment
217585bb-4551-43b5-9073-726df2775c74,Don’t forget: birthday party at 7 PM tonight. Are you coming?,not_scam,casual_normal
84e8f6c4-7e91-4883-aed6-4433d96d00b3,Your Myntra order #849817 has been shipped. Track it via the Myntra app.,not_scam,e_commerce
6ccf1d93-ff80-4a55-a306-c8951f4ec3f3,Your Axis Bank cheque book request has been processed. It will be delivered in 5 working days.,not_scam,banking_notifications
1a125867-e012-462a-8d14-6bcfb22f372f,Invest ₹999 and earn ₹100000 guaranteed in 30 days. Join our VIP group.,scam,crypto_investment
3f936473-d37d-42bd-875c-ad46e0c22635,Can you send me the notes for Data Structures class?,not_scam,casual_normal
16dfea6a-a6db-43a9-8292-332157ceee62,Your Axis Bank cheque book request has been processed. It will be delivered in 5 working days.,not_scam,banking_notifications
ef209463-970d-4ab6-a2f7-60d95a8ebb1d,Your SBI account statement for March is ready to download from the official app.,not_scam,banking_notifications
c427a573-f77d-4c3a-8007-3f6f5d6670ba,Your State Bank of India account statement for January is ready to download from the official app.,not_scam,banking_notifications
d91156f0-dedb-4cb2-a8f7-5d520f848652,Your HDFC cheque book request has been processed. It will be delivered in 5 working days.,not_scam,banking_notifications
ea0d938e-8bd1-4e9d-bf64-0c1cb7f1a00f,Don’t forget: birthday party at 7 PM tonight. Are you coming?,not_scam,casual_normal
63418260-e92e-450b-95cf-122f46690243,Your coding challenge link for Infosys has been shared. Complete it by 5 days.,not_scam,job_internship
2c787d0c-da74-4c03-91c2-4ecc84334db4,Security Alert: Someone is trying to access your account. Provide OTP 754853 to stop it.,scam,otp_identity
6307f35b-bbcc-4c1c-a032-2afd1bcce5a7,Limited offer: Put ₹50000 into our crypto plan and get 100000 back in 30 days.,scam,crypto_investment
42ea96ed-ce99-4942-bd9e-0b479fae2dc3,Your coding challenge link for Wipro has been shared. Complete it by 7 days.,not_scam,job_internship
0e00f9e4-ead1-4e63-9d0f-81940b6ebc6d,Don’t forget: birthday party at 7 PM tonight. Are you coming?,not_scam,casual_normal
8d710d49-b12f-4f9c-acfe-c9997d1262d9,Amazon Recruiter: Thank you for applying for Software Intern. Next steps will be shared via email.,not_scam,job_internship
46f26522-79dd-457a-a123-0ffc1584a4a6,Your SBI cheque book request has been processed. It will be delivered in 5 working days.,not_scam,banking_notifications
ad2a7d82-118f-43cd-b5d6-fd7b668449f1,Can you send me the notes for Operating Systems class?,not_scam,casual_normal
f492cf9d-ea1b-493e-88fe-032f419e5b0c,Your coding challenge link for Flipkart has been shared. Complete it by 7 days.,not_scam,job_internship
ef4f5f46-a4cf-4a08-a9cc-602dd1c087db,Your Axis Bank account statement for May is ready to download from the official app.,not_scam,banking_notifications
c9ebfc66-4cb8-48a7-a513-ba57d3019033,Important: Your PAN card will be disabled. Send OTP to update your account.,scam,otp_identity
592de2eb-9236-4758-91f0-fbe8207e85f3,Congratulations! Your number has been selected for a free Samsung Galaxy. Pay delivery charge ₹500.,scam,lottery_reward
0c41f9e3-d6e1-4968-8677-4d3396cc80e9,Invest ₹1999 and earn ₹50000 guaranteed in 7 days. Join our VIP group.,scam,crypto_investment
e0d3f46e-1aed-4b01-8d8d-8eb6ca5daf0c,Congratulations! Your number has been selected for a free iPhone 15. Pay delivery charge ₹999.,scam,lottery_reward
0d1b362f-2849-4a17-9639-131f3c459b6f,You have been shortlisted for an internship at Zoho. Send Aadhaar and ₹199 processing fee.,scam,job_internship
5cf72980-b69a-49bb-9c3e-d06cec5ff0c4,SBI Alert: Suspicious login detected. Verify identity: http://verify-example-343.example,scam,banking_payment
8ac1cce5-8038-4d35-a529-14a307f7cdc0,Your coding challenge link for Infosys has been shared. Complete it by 3 days.,not_scam,job_internship
14e9eb3d-66dd-43b0-82c5-82f22ea04f1f,Delivery update: Your Myntra parcel is out for delivery and will reach today.,not_scam,e_commerce
eb69af69-8193-47e4-abfc-0839a00cc005,Important: Your PAN card will be disabled. Send OTP to update your account.,scam,otp_identity
04576e74-378d-44df-8f44-d270ff64b789,TCS Recruiter: Thank you for applying for Research Intern. Next steps will be shared via email.,not_scam,job_internship
34f297b4-06d8-48d4-b191-f558b9b19cf5,Your phone number will be suspended unless you verify now. Share your OTP: 241784,scam,otp_identity
251c59d4-d437-46f3-8379-7dc3b0012d63,Your application for Research Intern at Flipkart has been received. We will update you soon.,not_scam,job_internship
6e2c01bf-37c7-451b-b271-8c10152a4fd0,Interview scheduled for 27 October at 10:00. Please bring your resume and ID proof.,not_scam,job_internship
d4200885-b04d-4aaf-af5f-e6b30f4fdafd,Debit Alert: ₹5000 debited from your State Bank of India account at Zomato. Check app for details.,not_scam,banking_notifications
9e806d01-4f53-4fc3-813c-092da331383e,High-return investment: Guaranteed 200% profit in 2 days. Invest now.,scam,crypto_investment
4387e7d7-b0e3-4681-b4fa-884b4f2b4b4b,Debit Alert: ₹250 debited from your Axis Bank account at Flipkart Seller. Check app for details.,not_scam,banking_notifications
d36f9cfc-cb41-42db-bbe6-d9bff554df31,Your Axis Bank cheque book request has been processed. It will be delivered in 5 working days.,not_scam,banking_notifications
883caa80-4941-4954-8220-5270d6036f73,High-return investment: Guaranteed 50% profit in 2 days. Invest now.,scam,crypto_investment
3bb53255-34dc-4542-9d41-1df8457e8b66,Debit Alert: ₹500 debited from your SBI account at Zomato. Check app for details.,not_scam,banking_notifications
ee61481b-7221-45e5-8b37-8117544e2182,"Hey, are we meeting at 10:45 today?",not_scam,casual_normal
77b25159-8edc-438a-bce0-c3a901f07798,High-return investment: Guaranteed 100% profit in 30 days. Invest now.,scam,crypto_investment
fe22ec1a-8681-4eef-9234-364713b581fe,Urgent hiring! Remote role at Flipkart. Pay ₹999 and start immediately.,scam,job_internship
d84117b3-561b-4bda-90d4-f7e2f997871e,Reminder: Your college assignment is due tomorrow.,not_scam,casual_normal
b39628b0-7a44-4c85-83f7-e1ad04a3d56e,Your SBI cheque book request has been processed. It will be delivered in 5 working days.,not_scam,banking_notifications
4e3ee52c-7532-45ca-ae19-f5ca0c3bbf79,Offer: Zoho internship guaranteed. Complete payment of ₹500 to reserve your seat.,scam,job_internship
9a1d9397-d039-403e-aa9f-e2c0f9049170,Your Axis Bank account statement for December is ready to download from the official app.,not_scam,banking_notifications
9f00293f-e3e8-4b20-86ba-bb705ed264e8,You won ₹1999 in the PhonePe Lucky Draw! Send account details to claim.,scam,lottery_reward
2d65d4d9-45e7-47e9-96bd-8ce1c09f3d6d,Your HDFC cheque book request has been processed. It will be delivered in 5 working days.,not_scam,banking_notifications
cc5355ed-73ff-4c74-a2a1-d8c83ad1a41e,Your Amazon payment of ₹100 was successful. Thank you for shopping with us.,not_scam,e_commerce
c4560314-b85c-4edb-835b-c0352e9b9f23,Reminder: Your college assignment is due tomorrow.,not_scam,casual_normal
2e7bb1e8-e782-4794-aaf4-c2a548b129c8,You have been charged ₹1999 for a purchase you did not make. Cancel order: http://verify-example-299.example,scam,banking_payment
5e91859d-e2d8-4cff-b6d5-6bad2311a315,Delivery update: Your Myntra parcel is out for delivery and will reach today.,not_scam,e_commerce
b301349b-7e7f-4dbd-9403-dca09d288044,Crypto CEO special offer: Double your Bitcoin instantly! Limited time.,scam,crypto_investment
de5086a9-47e3-41a3-a8cf-e4db6094ccf0,Offer: Amazon internship guaranteed. Complete payment of ₹499 to reserve your seat.,scam,job_internship
8591945d-530c-43ae-bc1b-43e8126cf04b,Immediate action required: verify your HDFC account here http://verify-example-399.example to avoid closure.,scam,banking_payment
0d5a9556-8a6a-4b7d-85b6-7f7d971a309c,Your Myntra order #206159 has been shipped. Track it via the Myntra app.,not_scam,e_commerce
70deadd8-d97e-4604-9af8-9585bd791f98,₹1000 credited to your HDFC wallet. Available balance updated.,not_scam,banking_notifications
7d4ca0bc-290f-4c88-8287-6af247760d24,"Hey, are we meeting at 10:30 today?",not_scam,casual_normal
59fb9d46-afd8-4542-8e87-8d2ac3425104,HDFC Alert: Suspicious login detected. Verify identity: http://verify-example-23.example,scam,banking_payment
17189862-fd2b-4ceb-a168-7901a1dabed9,High-return investment: Guaranteed 50% profit in 7 days. Invest now.,scam,crypto_investment
a2e9b0a5-1e39-49e0-8bdf-769c59369a56,Debit Alert: ₹1000 debited from your State Bank of India account at Flipkart Seller. Check app for details.,not_scam,banking_notifications
588368a5-07ff-44d5-8041-a637a7b7d45a,Your phone number will be suspended unless you verify now. Share your OTP: 037087,scam,otp_identity
047bbc19-925b-4f87-97e9-99bcd8578b2f,Your coding challenge link for Flipkart has been shared. Complete it by 1 days.,not_scam,job_internship
ec7b6e71-5bc7-4294-b46a-d8d2d4618718,Your State Bank of India account statement for September is ready to download from the official app.,not_scam,banking_notifications
6267e4c8-37a7-4e9d-80eb-c8b5b4bef41b,"Hey, are we meeting at 14:30 today?",not_scam,casual_normal
c9319b98-36b3-4e2c-a02d-23f78e9c6548,Your coding challenge link for Google has been shared. Complete it by 1 days.,not_scam,job_internship
3a77fb74-79b5-473b-aea2-0c5ecbd6db53,Prize Winner: You have been selected for Samsung Galaxy. Provide bank details to receive ₹4999.,scam,lottery_reward
b590abd7-dfb7-4157-833b-1e49e941f881,Your coding challenge link for Infosys has been shared. Complete it by 5 days.,not_scam,job_internship
da5706a6-b994-4ad5-a263-9f989f4c1da1,Important: Your PAN card will be disabled. Send OTP to update your account.,scam,otp_identity
3b1f31bf-c1d8-40b3-80a8-a1e1a4632ac7,Security Alert: Someone is trying to access your account. Provide OTP 584726 to stop it.,scam,otp_identity
92ac68dc-bbfe-4500-94c6-8c96a84e97db,Your Myntra order #499172 has been shipped. Track it via the Myntra app.,not_scam,e_commerce
c8b90bb9-9769-4aca-82c2-274adad89deb,Your phone number will be suspended unless you verify now. Share your OTP: 528572,scam,otp_identity
07eb61eb-fce4-4950-bfba-a549de444daa,Congratulations! Infosys selected you for a work-from-home job. Pay registration fee ₹2000 to confirm.,scam,job_internship
97d77b58-1ecc-4865-88a9-47e21a113f65,Immediate action required: verify your Axis Bank account here http://verify-example-133.example to avoid closure.,scam,banking_payment
0d5eb467-fb31-4fff-85f5-c27350848f5f,Limited offer: Put ₹50000 into our crypto plan and get 20000 back in 2 days.,scam,crypto_investment
bb58d87e-dd87-4b06-a2eb-34700ed6882c,Can you send me the notes for Data Structures class?,not_scam,casual_normal
cf085840-4f9f-4adc-8dee-f1ffde79a613,Congratulations! Zoho selected you for a work-from-home job. Pay registration fee ₹499 to confirm.,scam,job_internship
481e90c3-22bb-4e46-87fc-0d767b1c910b,Your SBI cheque book request has been processed. It will be delivered in 5 working days.,not_scam,banking_notifications
cee14dc4-f550-4f77-a6df-02f296d27333,Congratulations! Your number has been selected for a free iPhone 15. Pay delivery charge ₹999.,scam,lottery_reward
d2b835b8-be61-40e8-92be-347aa3dc341a,Urgent hiring! Remote role at Zoho. Pay ₹299 and start immediately.,scam,job_internship
e8daf588-966d-4900-b699-ff1b71c898e4,Can you send me the notes for Operating Systems class?,not_scam,casual_normal
857538e9-21b4-4d0c-b473-3caca24d5a61,Your Amazon order #962743 has been shipped. Track it via the Amazon app.,not_scam,e_commerce
e7f64263-f134-4340-9202-cd2681c10c79,Prize Winner: You have been selected for MacBook Air. Provide bank details to receive ₹999.,scam,lottery_reward
8964fd13-18f8-46c3-b69b-9c4393a2614a,Your SBI account statement for September is ready to download from the official app.,not_scam,banking_notifications
f7301d6f-032f-4c2e-8808-a90d92e931d7,Your HDFC account will be blocked in 1 hours. Click here to verify your KYC: http://verify-example-123.example,scam,banking_payment
b76f5e07-6662-47f2-9be8-3bc68443bf87,Can you send me the notes for Operating Systems class?,not_scam,casual_normal
2014e70a-2d36-4069-b086-fe7d45ab0a24,Infosys Recruiter: Thank you for applying for Software Intern. Next steps will be shared via email.,not_scam,job_internship
f4d8fb21-7f83-45fa-8133-0be5cbaf4739,Can you send me the notes for Linear Algebra class?,not_scam,casual_normal
cceea188-4dec-4e9f-807c-fed3e4dc91d0,Can you send me the notes for Operating Systems class?,not_scam,casual_normal
62f0281c-38bc-4332-b151-11cd6a956c9f,Your ICICI account statement for August is ready to download from the official app.,not_scam,banking_notifications
53d467ae-a6b0-4840-b9fe-13a9efdd45af,Don’t forget: birthday party at 7 PM tonight. Are you coming?,not_scam,casual_normal
78af22fa-722b-435c-9aff-ed0020b477f8,Your Axis Bank account will be blocked in 12 hours. Click here to verify your KYC: http://verify-example-141.example,scam,banking_payment
65d8b052-905b-424f-a40e-8d2603ee80c5,Your phone number will be suspended unless you verify now. Share your OTP: 459011,scam,otp_identity
56091520-20a7-41d6-9018-3e8841c1cdd2,Limited offer: Put ₹999 into our crypto plan and get 20000 back in 7 days.,scam,crypto_investment
3519192f-02ba-4d40-8dd6-e12305611f7c,Immediate action required: verify your State Bank of India account here http://verify-example-155.example to avoid closure.,scam,banking_payment
c76842f4-f90c-4500-8646-478b0f461f33,Your coding challenge link for Flipkart has been shared. Complete it by 2 days.,not_scam,job_internship
500ba48f-c5e8-45f0-a2ec-3f1250d253ad,Can you send me the notes for Data Structures class?,not_scam,casual_normal
5a20211e-bda2-440b-ac66-a9ad5395b10b,Your Myntra payment of ₹500 was successful. Thank you for shopping with us.,not_scam,e_commerce
de81be19-137a-48b2-a96e-ce37e7459bba,Crypto CEO special offer: Double your Bitcoin instantly! Limited time.,scam,crypto_investment
33e55e59-cded-4b11-a944-ba7227f1e1a3,Crypto CEO special offer: Double your Bitcoin instantly! Limited time.,scam,crypto_investment
3d5387fe-05ad-446f-8a61-18e4ff438871,Congratulations! Wipro selected you for a work-from-home job. Pay registration fee ₹299 to confirm.,scam,job_internship
2b435c0c-489b-4ebc-9be9-e5295b643a9e,"Hey, are we meeting at 9:00 today?",not_scam,casual_normal
7756ef58-1fb0-40c0-9cc3-2b75dd6e33a9,₹750 credited to your HDFC wallet. Available balance updated.,not_scam,banking_notifications
642d7061-b64f-4c9a-9d53-0960de60623e,Debit Alert: ₹250 debited from your SBI account at Flipkart Seller. Check app for details.,not_scam,banking_notifications
d3d7ae49-6f1b-4ce1-80c4-f1ad8c4b5e6b,Can you send me the notes for Data Structures class?,not_scam,casual_normal
26b3afaf-91bd-48e2-886e-cc33cf39e631,Claim your reward of ₹50000 from PhonePe. Click http://verify-example-907.example to verify.,scam,lottery_reward
0656366d-9af8-464d-b700-72f76d8f4b45,You have been shortlisted for an internship at TCS. Send Aadhaar and ₹500 processing fee.,scam,job_internship
709d19a0-8564-41a1-a544-8db68ea4ff5e,Security Alert: Someone is trying to access your account. Provide OTP 654113 to stop it.,scam,otp_identity
a34d00c3-1b41-4c46-93bf-5494f67162b6,Can you send me the notes for Data Structures class?,not_scam,casual_normal
db45e985-4fb2-4f5a-aec1-3bc64f7b49b1,Offer: Zoho internship guaranteed. Complete payment of ₹299 to reserve your seat.,scam,job_internship
2aed152d-b854-446b-b0bc-7fb583ca5cf0,Can you send me the notes for Operating Systems class?,not_scam,casual_normal
473978d6-9c07-49ad-8976-814afed1c511,Can you send me the notes for Data Structures class?,not_scam,casual_normal
7df2425d-babe-4931-ba72-b955d25dbca2,Don’t forget: birthday party at 7 PM tonight. Are you coming?,not_scam,casual_normal
d7b7add5-b30e-463a-a49f-b75b1363329c,Offer: TCS internship guaranteed. Complete payment of ₹499 to reserve your seat.,scam,job_internship
ed6844ed-270b-45ef-beee-13b2256b12bd,Google Recruiter: Thank you for applying for Software Intern. Next steps will be shared via email.,not_scam,job_internship
588deb12-8073-4688-901b-5b442890ff04,Delivery update: Your Myntra parcel is out for delivery and will reach today.,not_scam,e_commerce
40851746-167d-48f7-88a7-49b4e0a8011e,Your State Bank of India cheque book request has been processed. It will be delivered in 5 working days.,not_scam,banking_notifications
c79a5adb-bc58-451a-99f3-b70371b9bc2f,Delivery update: Your Myntra parcel is out for delivery and will reach today.,not_scam,e_commerce
dedc3692-9735-4735-b9db-60a41e218350,Reminder: Your college assignment is due tomorrow.,not_scam,casual_normal
ed2ee841-26dc-44f8-8e0f-228ff7dfd333,Invest ₹1999 and earn ₹100000 guaranteed in 2 days. Join our VIP group.,scam,crypto_investment
c7c2b576-f539-4036-ab5b-ce6778bc7eec,Can you send me the notes for Linear Algebra class?,not_scam,casual_normal
4c6ee605-e71b-4b51-8d11-3cf7df7b69df,Your application for Research Intern at Google has been received. We will update you soon.,not_scam,job_internship
5c8d3789-4662-4ba1-8b8b-65742da4b3fc,"Hey, are we meeting at 9:00 today?",not_scam,casual_normal
407bdaa7-450d-4c79-8f84-42066e086ac9,Flipkart Recruiter: Thank you for applying for Data Analyst Intern. Next steps will be shared via email.,not_scam,job_internship
b958623e-d2df-427f-9ccf-eccdebf98047,Claim your reward of ₹999 from Paytm. Click http://verify-example-989.example to verify.,scam,lottery_reward
727135af-dbbf-4b4d-bad6-9c9ea43f11d3,You have been charged ₹500000 for a purchase you did not make. Cancel order: http://verify-example-331.example,scam,banking_payment
9b32b801-8b8d-4541-8ecf-4dababf4b071,State Bank of India Alert: Suspicious login detected. Verify identity: http://verify-example-207.example,scam,banking_payment
0f97659e-f433-4b83-b68a-de4e65005b52,Don’t forget: birthday party at 7 PM tonight. Are you coming?,not_scam,casual_normal
b577ea7f-a3bb-4078-9e9f-a89e7a266492,Invest ₹500000 and earn ₹20000 guaranteed in 2 days. Join our VIP group.,scam,crypto_investment
6fa71779-3661-4305-8479-a84b8dbb17fe,Your phone number will be suspended unless you verify now. Share your OTP: 418135,scam,otp_identity
3fbf8a34-ef50-454c-a5c1-95edef8ba341,Important: Your PAN card will be disabled. Send OTP to update your account.,scam,otp_identity
511431b2-747f-48c9-864d-f9a495ea745e,Debit Alert: ₹250 debited from your HDFC account at Flipkart Seller. Check app for details.,not_scam,banking_notifications
8b36aa52-5493-4ab2-bc5c-e150e3265e88,Important: Your PAN card will be disabled. Send OTP to update your account.,scam,otp_identity
6a43e819-e5ca-41ce-ba6d-1d327d85e1b8,Can you send me the notes for Data Structures class?,not_scam,casual_normal
d3aa0b25-22b3-499b-a0a3-64d880d404af,Limited offer: Put ₹50000 into our crypto plan and get 50000 back in 2 days.,scam,crypto_investment
2867c57a-bc79-46f1-a665-8b39dcfb9209,Your application for Data Analyst Intern at Flipkart has been received. We will update you soon.,not_scam,job_internship
bc739f0d-1373-4af0-9c51-419e4afe1f84,Your SBI account statement for October is ready to download from the official app.,not_scam,banking_notifications
8dfb88b5-6c07-42a2-b69e-9fdef4f3b2eb,Interview scheduled for 2 June at 16:45. Please bring your resume and ID proof.,not_scam,job_internship
4c638a5e-2f90-476f-a2b0-411f48df37d5,Can you send me the notes for Linear Algebra class?,not_scam,casual_normal
016e3d06-7239-4775-84a7-0348ce62ab06,Your phone number will be suspended unless you verify now. Share your OTP: 304276,scam,otp_identity
9ea5fb1d-e086-44d0-b795-f51b42b7a280,Prize Winner: You have been selected for Samsung Galaxy. Provide bank details to receive ₹9999.,scam,lottery_reward
902fcb90-84d5-4fa8-a4be-7e1fad75b671,Reminder: Your college assignment is due tomorrow.,not_scam,casual_normal
352ea176-dafb-4447-9d4a-e52e1d37ef46,Google Recruiter: Thank you for applying for Software Intern. Next steps will be shared via email.,not_scam,job_internship
6216a68a-11ea-4154-abde-db30d9eb52a0,Crypto CEO special offer: Double your Bitcoin instantly! Limited time.,scam,crypto_investment
0d548063-e869-4146-8f52-a1f00e88d97d,Your application for Data Analyst Intern at Zoho has been received. We will update you soon.,not_scam,job_internship
baa83667-d24f-4093-b656-49c2feccb023,Claim your reward of ₹500000 from Paytm. Click http://verify-example-988.example to verify.,scam,lottery_reward
ae0642fc-f113-4130-b679-0ccd7ad1d8c5,Your Axis Bank account statement for July is ready to download from the official app.,not_scam,banking_notifications
849722fc-ecf5-4591-a39d-69747689faec,You won ₹50000 in the Paytm Lucky Draw! Send account details to claim.,scam,lottery_reward
16e2840c-5548-444e-ba40-451ae1fae6d2,Claim your reward of ₹500000 from PhonePe. Click http://verify-example-1033.example to verify.,scam,lottery_reward
3925d461-79f1-4385-8e62-f7360c1cb66b,High-return investment: Guaranteed 100% profit in 2 days. Invest now.,scam,crypto_investment
efb52898-b2f4-498b-94ec-8a07dc87b144,Your Axis Bank account will be blocked in 3 hours. Click here to verify your KYC: http://verify-example-269.example,scam,banking_payment
8cf148f9-388b-4c62-b80d-930ac1797e60,Immediate action required: verify your HDFC account here http://verify-example-246.example to avoid closure.,scam,banking_payment
